5/22/1929,0:00,Algiers,Algiers,Aeropostale,unknown,Cams 53,Cams,5,4,unknown,Passenger
6/10/1929,0:00,Santiago de Cuba,Cuba,Pan American Airways,Santiago de Cuba - Havana,Fokker F-X,Fokker F-X,5,2,crashed while taking off. the muddy field prevented the aircraft from gaining altitude. the plane hit telephone wires and crashed.,Passenger
6/14/1929,0:00,Barcelona,Spain,Aeropostale,unknown,Breguet 14,Breguet,2,1,unknown,Passenger
6/17/1929,0:00,Off Dungeness,England,Imperial Airways,unknown,Handley Page W-10,Handley Page,13,7,the plane was over the english channel when an engine failed. the pilot tried to return to the airport but the plane ditched into the english channel. the plane was named 'city of ottawa.',Passenger
6/24/1929,0:00,St. Paul,United States,Northwest Orient Airlines,St. Paul - Minneapolis,Ford 5-AT-B Tri-Motor,Ford  Tri-Motor,8,1,crashed near indian mounds park shortly after taking off. triple engine failure.,Passenger
6/29/1929,0:00,Lake Constance,Switzerland,Aero Lloyd,unknown,Domier Delphin III,Domier Delphin III,5,5,the aircraft crashed into lake constance while attempting to landing.,Passenger
6/29/1929,0:00,Columbus,United States,Continental Air Lines,unknown,Travel Air 4000,Travel Air,1,1,unknown,Passenger
8/11/1929,0:00,Clovis,United States,Middle States Airlines,unknown,Lockheed Vega,Lockheed Vega,4,4,unknown,Passenger
8/13/1929,0:00,Perpignan,France,Aeropostale,unknown,Breguet 14,Breguet,1,1,unknown,Passenger
8/24/1929,0:00,Sochi,Russia,Ukvozduchput,unknown,Kalinin K-4,Kalinin,1,1,unknown,Passenger
8/24/1929,0:00,Elm,Germany,Deutsche Lufthansa,unknown,Fokker FG II,Fokker FG II,5,4,weather related.,Passenger
9/2/1929,0:00,Needles,United States,Associated Aviators,unknown,Lockheed Vega,Lockheed Vega,2,1,the plane crashed after going into a tail spin. the mechaniwas able to parachute to safety.,Passenger
9/3/1929, 1:00,Mt. Taylor,United States,Trans Continental Air Transport,Albuquerque - Los Angeles,Ford 5-AT-B Tri Motor,Ford  Tri Motor,8,8,crashed in a thunderstorm after being struck by lightning. the plane was named 'the city of san francisco.',Passenger
9/6/1929,0:00,Jask,Iran,Imperial Airways,"London, England - India",de Havilland DH-66 Hercules,de Havilland  Hercules,5,3,the mail plane caught fire after crash landing.,Cargo/Service
9/17/1929,0:00,Off Larache,Morocco,Aeropostale,unknown,Latecoere 25-3-R,Latecoere,5,5,crashed into the mediterranean.,Passenger
9/17/1929,0:00,Jacumba,United States,Pickwick Airways,Tijuana - Nogales,Fairchild 71,Fairchild,2,1,the mail plane crashed into a hillside in the desert while attempting to make an emergency landing during a storm.,Cargo/Service
9/17/1929,0:00,Mt Lamentation,United States,Colonial Air Transport,unknown,Pitcairn PA-6 Mailwing,Pitcairn  Mailwing,1,1,the mail plane crashed into mt. lamentation and burst into flames.,Cargo/Service
10/26/1929,0:00,Off Spezia,Italy,Imperial Airways,unknown,Short Calcutta,Short Calcutta,7,7,the aircraft ditched in the ocean after encountering gale force winds. sank while in tow. the plane was named 'city of rome.',Passenger
10/29/1929,0:00,Mount Vernon,United States,Continental Air Lines,Cleveland - Louisville,Stearman C-38,Stearman,1,1,the mail plane crashed into a grove of trees 8 miles southwest of mount vernon.,Cargo/Service
10/31/1929,0:00,Off Bremerton,United States,Bremerton-Seattle Air Taxi / Gorst Air Lines,Bremerton,Loening C-2C,Loening,2,2,the air taxi crashed into puget sound as it attempted to take off.,Passenger
11/4/1929,7:00,Cerro del Carbon,Mexico,Corp. Aeronautica de Transportes,Mexico City - Juarez,Lockheed Vega 5,Lockheed Vega,4,4,the mail plane crashed in dense fog.,Cargo/Service
11/6/1929,0:00,Godstone,England,Deutsche Lufthansa,Amsterdam - Croyden,Junkers G-24,Junkers,8,7,crashed in heavy rain and fog while attempting to land.,Passenger
11/15/1929,0:00,Off Corsica,France,Air Union,unknown,Liore et Olivier 190,Liore et Olivier,3,3,crashed into the mediterranean in fog.,Passenger
11/30/1929,0:00,Vancouver,United States,Varney Air Lines,unknown,Stearman M-2 Speedmail,Stearman  Speedmail,1,1,the mail plane crashed into a fog bound tower of the interstate bridge spanning the columbia river.,Cargo/Service
12/2/1929,0:00,Chagrin Falls,United States,National Air Transport,unknown,Douglas M-3,Douglas,1,1,the mail plane crashed en route during a storm.,Cargo/Service
12/14/1929,0:00,Mediterranean Sea,Mediterranean Sea,Aeropostale,unknown,Bernard 192,Bernard,3,3,unknown,Passenger
12/19/1929,0:00,Berlin,Germany,Deutsche Lufthansa,unknown,Arado V1,Arado,3,2,forced landing 40 miles from berlin.,Passenger
12/30/1929,0:00,Amarillo,United States,Trans Continental Air Transport,unknown,Travel Air B6000,Travel Air,5,5,crashed on approach onto a golf course.,Passenger
1/10/1930,0:00,Brawnson,United States,Boeing Air Transport,unknown,Boeing 95,Boeing,1,1,the airmail plane crash landed and burst into flames on a farm in fog and snow while attempting to make an emergency landing.,Cargo/Service
1/13/1930,0:00,Antananarivo,Madagascar,Air Orient,unknown,Farman 190,Farman,3,3,unknown,Passenger
1/19/1930,18:23,Oceanside,United States,Maddux Airlines,"Aqua Caliente, Mexico - Los Angeles",Ford 5-AT-C Tri Motor,Ford  Tri Motor,16,16,"while en route to los angeles, the pilot, flying a low altitude due to poor weather conditions tried to turn back. while in a left turn his left wing struck a hill, crashed and burned. adverse weather conditions. the plane flew into a sudden squall which cause the pilot to lose control.",Passenger
1/25/1930,0:00,Off Ceuta,Spain,Aeropostale,unknown,Latecoere 25,Latecoere,2,2,unknown,Passenger
1/27/1930,17:30,Kansas City,United States,Central  Airlines,"Wichita - Kansas City, KS",Travel Air A6000A,Travel Air,5,5,"while preparing to land, the plane side slipped and dived into the ground from a height of 500 ft. and caught fire. as quickly as the bodies were removed, a hastily mustered crew of pilots and mechanics from universal airlines  and central airlines, began removing all evidence of the accident, savagely fighting off reporters and photographers as they worked.",Passenger
2/3/1930,0:00,Hartford,United States,Colonial Air Transport,"Newark, NJ - Hartford, CT",Pitcairn PA-6 Mailwing,Pitcairn  Mailwing,1,1,while attempting to land the plane struck a building and fell into the connecticut river.,Passenger
2/10/1930,0:00,Marden,England,Air Union,unknown,Farman F-63,Farman,2,2,unknown,Passenger
4/18/1930,17:00,Jersey City,United States,Canadian Colonial Airways,"Albany, NY - Jersey City, NJ",Fairchild 71,Fairchild,4,4,crashed into power lines 150 feet above the ground in fog.,Passenger
5/10/1930,0:00,Buenos Aires,Buenos Aires,Aeropostale,unknown,Latecoere 28,Latecoere,4,3,unknown,Passenger
6/5/1930,0:00,Boston,United States,Colonial Air Transport,unknown,Ford Tri-Motor 5,Ford Tri-Motor,15,1,crashed into boston harbor after loosing the right  engine on takeoff.,Passenger
7/7/1930,0:00,Bornholm,Denmark,Deutsche Lufthansa,Stettin - Norway,Dornier Wal,Dornier Wal,8,5,"the flying boat landed in a storm in the open ocean due to engine failure. after three hours, the plane was  capsized by a large wave.",Passenger
7/10/1930,0:00,Arkansas Pass,United States,Cross Airways,unknown,Lockheed Vega 5,Lockheed Vega,5,5,"the aircraft exploded in the air at an altitude of 4,000 feet shortly after taking off. the plane was flying in an area of fog and thunderstorms.",Passenger
8/22/1930,0:00,Iglau,Czech Republic,Ceskoslovenske Aerolinie,Prague - Brun -  Pressburg,Ford 5-AT-C Tri Motor,Ford  Tri Motor,11,10,"crashed while the pilot attempted to make an  emergency landing in fog, during a storm.",Passenger
9/11/1930,0:00,Croydon,England,Sabena,unknown,Sabca F-VII,Sabca F-VII,2,2,unknown,Passenger
9/25/1930,0:00,Southesk,Canada,Western Canada Airways,Calgary - Moosejaw,unknown,unknown,3,3,the air mail plane crashed in fog  while en route.,Cargo/Service
10/5/1930,2:05,Beauvais,France,Military - British Air Ministry,"Cardington, England - Karachi, Pakistan",Royal Airship Works R-101,Royal Airship Works,54,48,"the airship was on its inaugural flight from cardington, england to karachi, (pakistan). during a storm on the first night, it suddenly nosedived, leveled briefly, then dived again crashing and burning. preparations had been rushed for political reasons and there had been no full-speed test flight. in the wind and rain, the outer cover split open at the front so that the two forward gasbags ruptured simultaneously. dropping ballast raised the nose, but only because there was also dynamilift, which was promptly lost as speed was reduced, presumably to save the remaining gasbags.",Military
10/6/1930,9:45,Dresden,Germany,Deutsche Lufthansa,Berlin - Vienna,Messerschmitt M-20B,Messerschmitt,8,8,crashed into hill while attempting to land.,Passenger
10/12/1930,0:00,La Rache,Morocco,Aeropostale,Casablanca - Bahat - Toulouse,Latecoere 28,Latecoere,4,4,the french postal plane crashed into mountains.,Passenger
10/28/1930,0:00,Prince Rupert,Canada,Alaska-Washington Airways,unknown,Lockheed Vega,Lockheed Vega,3,3,unknown,Passenger
10/30/1930,0:00,Neufchatel,France,Imperial Airways,"Paris, France - London, England",Handley Page W-8,Handley Page,6,3,crashed into high ground in fog after losing an engine. the plane was named 'city of washington.',Passenger
10/30/1930,0:00,Brookston,United States,Embry Riddle Company,unknown,Pitcairn PA-6 Mailwing,Pitcairn  Mailwing,1,1,after developing engine trouble the pilot tried to parachute out of the plane but the parachute got caught on the plane and the pilot was dragged to his death.,Passenger
11/7/1930,0:00,Off of Santos,Brazil,Syndicato Condor,unknown,Junkers G-24,Junkers,9,1,crashed into the sea.,Passenger
11/18/1930,2:00,Techachapi Mountains,United States,PacifiAir Transport,"Burbank, CA - Oakland, CA",Boeing 40,Boeing,3,3,"crashed into a mountainside at an altitude of 4,500  feet during a snowstorm.",Passenger
12/9/1930,0:00,Shanghai,China,China National Aviation Corporation,Shanghai - Hankow,Loening C-W Air Yaht,Loening C-W Air Yaht,6,4,the lower right wing of the aircraft hit the mast of  a river boat and the plane flipped over on its back and  crashed onto a river bank. the aircraft was named 'shanghai'.,Passenger
1/8/1931,0:00,Melle,Belgium,Sabena,unknown,Fokker F-VII,Fokker F-VII,2,2,unknown,Passenger
1/22/1931,0:00,Bluff Mountain,United States,Varney Air Lines,Portland - Pasco,Boeing 40,Boeing,1,1,the mail plane flew into bluff mountain in dense fog.,Cargo/Service
2/8/1931,0:00,Wairoa,New Zealand,Dominion Air Lines,unknown,Desoutter II,Desoutter II,1,1,unknown,Passenger
2/20/1931,0:00,Bagot,Canada,Western Canada Airways,Winnigeg - Moosejaw,Fokker Universal F-14,Fokker Universal,3,2,"the plane carrying mail, crashed into a field, turned over and burst into flames. there was heavy fog in the area of the accident.",Passenger
2/24/1931,0:00,Off Spain,Off Spain,Aeropostale,unknown,Latecoere 32,Latecoere,3,1,unknown,Passenger
3/21/1931,0:00,New South Wales,Australia,Australian National Airways,unknown,Avro 10,Avro,8,8,wreckage found 10/26/1958.,Passenger
3/31/1931,10:45,Bazaar,United States,Trans Continental and Western Air,Kansas City - Wichita -  Los Angeles,Fokker F10A Trimotor,Fokker  Trimotor,8,8,"shortly after taking off from kansas city, one of the aircraft's wing's separated in flight after penetrating a thunderstorm and experiencing strong turbulence and icing. the plane crashed into a wheat field. wing-aileron flutter, brought about by moisture leaking into the wing's interior, weakening the glue that bonded the wooden spars. notre dame football coach, knute rockne, 43, killed.",Passenger
4/14/1931,0:00,Letschen,Germany,Deutsche Lufthansa,unknown,Messerschmitt M-20,Messerschmitt,10,2,fuselage failure. four were seriously injured and both the pilot and radio operator were killed.,Passenger
5/5/1931,23:30,Burbank,United States,PacifiAir Transport,San Diego - Los Angeles,Boeing 40,Boeing,2,2,the mail plane crashed into las tunas canyon while attempting to land at  burbank airport in dense fog.,Cargo/Service
5/22/1931,0:00,Wampit,Australia,Guiena Airways,unknown,Junkers W-34,Junkers,1,1,unknown,Passenger
5/24/1931,22:30,Bellefonte,United States,National Air Transport,unknown,Boeing 95,Boeing,1,1,crashed into a mountain and burned in poor visibility.,Passenger
6/7/1931,9:00,Sandoway,Burma,Air Orient,Saigon - Karachi,Fokker F-VIIB,Fokker F-VIIB,4,4,crashed into a trees and fell into a river 50 km south of sandoway after experiencing engine trouble while attempting to land at sandoway in poor visibility and monsoon conditions.,Passenger
6/11/1931,0:00,Walbridge,United States,Rubner Flying Service,unknown,Lockheed Vega 2,Lockheed Vega,3,2,a wing buckled as the plane was attempting to land and the plane crashed.,Cargo/Service
6/13/1931,0:00,Saarbrucken,Germany,Deutsche Lufthansa,Cologne - Saarbrucken,Dornier Merkur,Dornier Merkur,4,4,"after circling in fog for half an hour, the plane rose to about 300 ft. and nose dived into the ground and burst into flames. engine failure.",Passenger
7/12/1931,0:00,Chicago,United States,Braniff Airlines,Chicago - Detroit,Lockheed Vega,Lockheed Vega,2,2,engine quit while taking off. the plane crashed from a height of 700 feet. the pilot tried to return to the airport  by banking to the right but did not have sufficient altitude to recover.,Passenger
7/14/1931,0:00,Temora,Australia,Australian Aerial Services,unknown,Lasco Lascowl,Lasco Lascowl,2,2,unknown,Cargo/Service
7/21/1931,0:00,Centralia,United States,American Airways,unknown,Pitcairn PA-6 Mailwing,Pitcairn  Mailwing,1,1,unknown,Passenger
7/24/1931,0:00,Kurudjevo,Bulgaria,CIDNA,Constantinople - Budapest,Fokker F-VII,Fokker F-VII,7,7,the aircraft caught fire in mid air and crashed.,Passenger
8/9/1931,8:40,Cincinnati,United States,American Airways,unknown,Ford 5-AT-C Tri Motor,Ford  Tri Motor,6,6,crashed from a height of 500 feet on the banks of little miami river shortly after taking off.  engine failure due to a broken hub on the right engine which led to the detachment of the motor from the aircraft.,Passenger
9/14/1931,20:00,Chicago,United States,Chicago-Detroit Airways,unknown,Lockheed Vega,Lockheed Vega,1,1,crashed in a severe rainstorm while attempting to land.,Passenger
9/16/1931,4:00,Oakland,United States,PacifiAir Transport,"Oakland, CA - Seattle, WA",Boeing 40,Boeing,4,4,crashed into san francisco bay shortly after taking off from oakland airport.,Passenger
10/6/1931,0:00,Novia Scotia,Canada,Deutsche Lufthansa,unknown,Heinkel HE-2,Heinkel,3,3,unknown,Passenger
10/14/1931,0:00,Brazil,Brazil,Syndicato Condor,unknown,Dornier Wal,Dornier Wal,3,3,unknown,Passenger
11/5/1931,6:48,Camden,United States,"NY, Phil., Washington AW","Newark, NJ  - Camden, NJ - Washington DC",Lockheed Orion 9,Lockheed Orion,5,5,crashed  onto a golf course and burst into flames after circling the airport twice to land.,Passenger
11/13/1931,0:00,Sir Lowry's pass,South Africa,Union Airways,unknown,De Havilland DH.80,De Havilland,3,3,unknown,Passenger
11/23/1931,0:00,Salt Lake City,United States,Boeing Air Transport,unknown,Boeing 40,Boeing,1,1,the mail plane crashed 8 miles west of salt lake airport. it is believed the plane overturned while attempting to land in the dark.,Cargo/Service
11/24/1931,0:00,Tsinan,China,China National Aviation Corporation,Nanking - Peiking,Stinson,Stinson,3,3,crashed into chingshan mountain range 10 miles south of tsinan in fog.,Passenger
11/26/1931,22:30,Pasco,United States,Varney Air Lines,"Portland,  WA - Pasco, WA",Boeing 40,Boeing,1,1,crashed in fog while attempting to land.,Passenger
12/5/1931,0:00,Kewanee,United States,Braniff Airways,Kansas City - Chicago,Lockheed Vega 5,Lockheed Vega,6,2,crashed attempting to land at an alternate airfield in a sleet storm. the plane struck the roof of a barn adjacent to the airfield and was destroyed. icing.,Passenger
12/6/1931,0:00,Bangkok,Thailand,KLM Royal Dutch Airlines,unknown,Fokker F-VIIb-3M,Fokker,7,5,did not gain altitude while taking off. the landing gear hit the top of a dam and the plane crashed.,Passenger
12/9/1931,0:00,Off Algiers,Algiers,Aeropostale,unknown,CAMS 56,CAMS,2,2,unknown,Passenger
12/31/1931,0:00,Springfield,United States,American Airways,"Port Colombus, OH - Louisville, KY",Fairchild Pilgrim 100A,Fairchild Pilgrim,5,4,"under orders from his supervisor, the pilot took off in extremely poor weather conditions. after encountering fog he attempted to turn back to the airport but a wing tip struck a knoll and the plane crashed.",Passenger
1/21/1932,0:00,Colvin Park,Ilinois,Northwest Airways,"Rockford - Chicago, IL - Madison, WI",Stinson SM-2A,Stinson,1,1,crashed in heavy fog a few minutes after taking off from rockford. a witness said the plane caught fire after an explosion in mid air and crashed.,Passenger
